Date,Log_Return_Clean
2015-01-02,-0.0031780278055717147
2015-01-05,-0.0032036801949827786
2015-01-06,0.0015747428021818395
2015-01-07,0.004973310649122448
2015-01-08,0.007897071422989812
2015-01-09,0.0052719998397769505
2015-01-12,-0.0009927627643565122
2015-01-13,-0.004620520024625777
2015-01-14,-0.006893474492167458
2015-01-15,-0.00585745898662892
2015-01-16,0.00029011161574252426
2015-01-20,0.006175154584669495
2015-01-21,0.00950008779197009
2015-01-22,0.009408208217401275
2015-01-23,0.007823327416223845
2015-01-26,0.006766478803199267
2015-01-27,0.004370360624878172
2015-01-28,0.014594007634442765
2015-01-29,0.012649263120737319
2015-01-30,0.009545966967134296
2015-02-02,0.009053585036002633
2015-02-03,0.004246494875103169
2015-02-04,0.0032691499006304195
2015-02-05,0.00444229759580307
2015-02-06,0.005253019386791026
2015-02-09,0.008685921117076808
2015-02-10,0.011607466527064545
2015-02-11,0.012995621642312733
2015-02-12,0.01236590036527287
2015-02-13,0.009504797452798322
2015-02-17,0.006954966595916552
2015-02-18,0.006525721171062527
2015-02-19,0.006285923664907395
2015-02-20,0.005475320195320438
2015-02-23,0.004738778691601388
2015-02-24,9.004239851182318e-05
2015-02-25,-0.003036734606928184
2015-02-26,-0.002925974268945402
2015-02-27,-0.004275912104646758
2015-03-02,-0.0031106233229937384
2015-03-03,-0.0028542356583722067
2015-03-04,-0.004212133082160551
2015-03-05,-0.0052955412212068575
2015-03-06,-0.006386619680250909
2015-03-09,-0.006239849121902822
2015-03-10,-0.0069278979071071035
2015-03-11,-0.0047165378834603585
2015-03-12,-0.0002127959169772256
2015-03-13,0.002844686897502988
2015-03-16,0.006561313317048721
2015-03-17,0.00681425487533684
2015-03-18,0.004490612163691126
2015-03-19,0.0016316567412241
2015-03-20,-0.0023679598584895444
2015-03-23,-0.003670923493366688
2015-03-24,-0.005731027596193414
2015-03-25,-0.005017068718363164
2015-03-26,-0.0024344970801801064
2015-03-27,-0.0015999085845689754
2015-03-30,0.0014175945366485315
2015-03-31,0.002058449403765169
2015-04-01,0.002317445863362994
2015-04-02,0.0029878193348836816
2015-04-06,0.002562196197007463
2015-04-07,0.001956583615349194
2015-04-08,0.0015832103062618065
2015-04-09,0.0012551611260527065
2015-04-10,0.0007483554595438939
2015-04-13,0.00041215602446092515
2015-04-14,-0.001046432417290844
2015-04-15,-0.0007537647538478939
2015-04-16,-0.0007982592058679442
2015-04-17,0.0008627501090172375
2015-04-20,0.0043236485446575944
2015-04-21,0.004982715549775538
2015-04-22,0.007683405822534477
2015-04-23,0.007417071948049465
2015-04-24,0.004501071868134253
2015-04-27,0.0006911590358215634
2015-04-28,-0.0038416739179512943
2015-04-29,-0.005674149490125926
2015-04-30,-0.006570985765730458
2015-05-01,-0.00413011618811195
2015-05-04,-0.003916086113610194
2015-05-05,-0.0032854248667488067
2015-05-06,-0.001371827881650075
2015-05-07,-0.0006128430532017124
2015-05-08,0.0013143198129927005
2015-05-11,0.002228423158397232
2015-05-12,0.0029106920321004884
2015-05-13,0.004330733815616251
2015-05-14,0.005939613530341045
2015-05-15,0.005827353324784236
2015-05-18,0.0058856540463680575
2015-05-19,0.004894640470910524
2015-05-20,0.002696050348198245
2015-05-21,0.0031046662901965238
2015-05-22,0.0020310152574170327
2015-05-26,-0.00016193704768385902
2015-05-27,0.0004966995996152941
2015-05-28,-0.0014400001320407068
2015-05-29,-0.0024175578069632695
2015-06-01,-0.0017855760159752815
2015-06-02,-0.003139127462486538
2015-06-03,-0.003194245726229882
2015-06-04,-0.0037124535389120193
2015-06-05,-0.003501887757933338
2015-06-08,-0.0026195327173053444
2015-06-09,-0.0018808897041767503
2015-06-10,-0.0008160788311167629
2015-06-11,-0.0012075802949628193
2015-06-12,-0.001808568148455551
2015-06-15,-0.0011517382992160697
2015-06-16,-0.0010637916260916632
2015-06-17,-0.0004350546010153692
2015-06-18,6.238676130619359e-05
2015-06-19,-0.0001732626840802439
2015-06-22,0.0004272239552283062
2015-06-23,-3.036590884063022e-07
2015-06-24,-0.0011098841313301067
2015-06-25,-0.0025435415075438193
2015-06-26,-0.0034289812779813135
2015-06-29,-0.003159378586013664
2015-06-30,-0.001183620196021444
2015-07-01,0.00026714127443460035
2015-07-02,-0.001312040892297025
2015-07-06,-0.0043898324686237
2015-07-07,-0.0064873016421126825
2015-07-08,-0.006631653594826895
2015-07-09,-0.0030785309329554884
2015-07-10,0.003570654659237869
2015-07-13,0.007531439172197926
2015-07-14,0.009485585956041907
2015-07-15,0.01108876413045814
2015-07-16,0.00957781478358992
2015-07-17,0.005360130994974845
2015-07-20,0.0012325085399711318
2015-07-21,-0.005591044684696757
2015-07-22,-0.011434366002430202
2015-07-23,-0.010738657558253071
2015-07-24,-0.009643363820954596
2015-07-27,-0.007032740157190945
2015-07-28,-0.0038497113110484192
2015-07-29,-0.0054784246027512135
2015-07-30,-0.00877943401602817
2015-07-31,-0.011366211519865808
2015-08-03,-0.01359387395117617
2015-08-04,-0.01231789796423887
2015-08-05,-0.004931602215400732
2015-08-06,-0.002027134381354676
2015-08-07,0.0010130826117312314
2015-08-10,0.003852235943227997
2015-08-11,-0.004657793876412209
2015-08-12,-0.0001461015906515429
2015-08-13,0.00047386858334920066
2015-08-14,0.0005983430501830572
2015-08-17,0.0007827532246893882
2015-08-18,-0.007604375359831876
2015-08-19,-0.015908893531261084
2015-08-20,-0.022278582164355173
2015-08-21,-0.024260430013122513
2015-08-24,-0.013768235704758477
2015-08-25,0.003990463463182265
2015-08-26,0.015647076330211278
2015-08-27,0.014050998712339504
2015-08-28,0.009634960160096372
2015-08-31,0.002124322406349295
2015-09-01,-0.006455498349588178
2015-09-02,9.304730843529712e-05
2015-09-03,-0.0022194467901420502
2015-09-04,0.0006461571069664817
2015-09-08,0.005374702992009915
2015-09-09,0.004414238788644153
2015-09-10,0.009029521970913447
2015-09-11,0.009892377009854573
2015-09-14,0.00696994512220407
2015-09-15,0.0043060448781707256
2015-09-16,0.0003434038616976188
2015-09-17,-0.0033903141298345383
2015-09-18,-0.0030123568508642817
2015-09-21,-0.0011478621978605003
2015-09-22,-0.0008419361591121124
2015-09-23,0.00026399495633546257
2015-09-24,-0.0028990345738111253
2015-09-25,-0.006355191486487514
2015-09-28,-0.008942855737560877
2015-09-29,-0.00956715818505935
2015-09-30,-0.005645195469879157
2015-10-01,-0.0024674771559632814
2015-10-02,0.0010727577431024378
2015-10-05,0.0017281339718755566
2015-10-06,0.0015016063639138315
2015-10-07,0.0010945299736162817
2015-10-08,0.0009810550682243192
2015-10-09,0.0018852964843674006
2015-10-12,0.0009887104177803566
2015-10-13,0.0005116875537137062
2015-10-14,-8.912005047894405e-05
2015-10-15,0.0014938575348343312
2015-10-16,0.0026916481120470275
2015-10-19,0.005467281627624849
2015-10-20,0.00948274268218667
2015-10-21,0.00831988170411038
2015-10-22,0.007699721378769014
2015-10-23,0.007245955502732248
2015-10-26,0.004020493234518701
2015-10-27,0.00544346660147795
2015-10-28,0.00852754522966924
2015-10-29,0.00822585368569962
2015-10-30,0.008227070236831058
2015-11-02,0.00698528891767434
2015-11-03,0.0036737324324274956
2015-11-04,0.0012066869939486946
2015-11-05,-0.0020224365144652754
2015-11-06,-0.0055646387922842575
2015-11-09,-0.008589223729951783
2015-11-10,-0.012246726494530054
2015-11-11,-0.011177136177567035
2015-11-12,-0.00995661056915097
2015-11-13,-0.006294820088439476
2015-11-16,0.0016078913098835704
2015-11-17,0.0057513529727856085
2015-11-18,0.009260778547919872
2015-11-19,0.009260083747608358
2015-11-20,0.005380252799433126
2015-11-23,0.0018531544374794503
2015-11-24,-4.859912439888164e-05
2015-11-25,-0.0017050830407181567
2015-11-27,-0.002242794219404538
2015-11-30,-0.002857490921443326
2015-12-01,-0.0027642765807197505
2015-12-02,-0.0014506311094901376
2015-12-03,0.0005223749157494067
2015-12-04,0.002150054231694545
2015-12-07,0.00024553442068526294
2015-12-08,-0.0030079008713611633
2015-12-09,-0.0071632981337363955
2015-12-10,-0.010227270897710434
2015-12-11,-0.011361356080611253
2015-12-14,-0.01097007395878526
2015-12-15,-0.011544923010027686
2015-12-16,-0.010521948476064552
2015-12-17,-0.010218604096927101
2015-12-18,-0.008067734770468876
2015-12-21,-0.0032089765941403312
2015-12-22,-0.0016931683256585688
2015-12-23,0.0015316129427028885
2015-12-24,0.000997400918235251
2015-12-28,-0.0017939762626797689
2015-12-29,-0.002362301293337256
2015-12-30,-0.006801941794369427
2015-12-31,-0.010034487331053771
2016-01-04,-0.01387405749237522
2016-01-05,-0.018194860224764742
2016-01-06,-0.017225969179630075
2016-01-07,-0.013707614807075556
2016-01-08,-0.007638404927909853
2016-01-11,-0.0008227996349245187
2016-01-12,0.0008795192950696064
2016-01-13,-0.0007576703070567255
2016-01-14,-0.0017500864512808698
2016-01-15,-0.005434477139888933
2016-01-19,-0.001838783874452426
2016-01-20,0.0020315667018068685
2016-01-21,0.004450713640507301
2016-01-22,0.004608681839200945
2016-01-25,-0.0027812258197768953
2016-01-26,-0.00588745303413399
2016-01-27,-0.010186156430766403
2016-01-28,-0.007583321856504809
2016-01-29,-0.001411198793060358
2016-02-01,-0.00021589362762664574
2016-02-02,0.0008062520391650114
2016-02-03,0.0007889188637184678
2016-02-04,-0.0012448089452642133
2016-02-05,-0.002632060426153819
2016-02-08,-0.0016014901721837999
2016-02-09,-0.0029639396874448255
2016-02-10,-0.001337363362989494
2016-02-11,0.002690394815004457
2016-02-12,0.004588146057541264
2016-02-16,0.006611314692225839
2016-02-17,0.00569000680453724
2016-02-18,0.0009643118166021192
2016-02-19,-0.0008243209908453689
2016-02-22,-0.0017060677921741942
2016-02-23,-0.0018417064848319255
2016-02-24,0.001688565960300144
2016-02-25,0.004609195411870888
2016-02-26,0.006667924884183376
2016-02-29,0.009540791801126384
2016-03-01,0.012191688408002329
2016-03-02,0.010202611487265135
2016-03-03,0.007850508595414446
2016-03-04,0.004723848196070307
2016-03-07,-0.0003598877516214808
2016-03-08,-0.000948666025913856
2016-03-09,-0.00020707351581535611
2016-03-10,0.002130122701368788
2016-03-11,0.006153720799882483
2016-03-14,0.008041897541980314
2016-03-15,0.009166021914194983
2016-03-16,0.007853073350567607
2016-03-17,0.005396755185430136
2016-03-18,0.0034644100274486512
2016-03-21,0.00127756981232638
2016-03-22,6.140565463433797e-05
2016-03-23,0.00018031127110072127
2016-03-24,0.001973646835481442
