Date,Log_Return_Clean
2015-01-02,0.002953920510204814
2015-01-05,-0.0023294038436918055
2015-01-06,-0.005633774454804732
2015-01-07,-0.009604418753844816
2015-01-08,-0.008315349408176697
2015-01-09,-0.01134923307244904
2015-01-12,-0.014961471994154185
2015-01-13,-0.015110006551855203
2015-01-14,-0.016981113659052013
2015-01-15,-0.010174311053059907
2015-01-16,-0.002435340616469981
2015-01-20,0.0030614003867889643
2015-01-21,0.01153801989386436
2015-01-22,0.013214554248890016
2015-01-23,0.009415243943334853
2015-01-26,0.008011782034283422
2015-01-27,0.002524459487195014
2015-01-28,0.001089093843597745
2015-01-29,0.007476905299479652
2015-01-30,0.010213854846561938
2015-02-02,0.016235450500700403
2015-02-03,0.01662211401128828
2015-02-04,0.010683312551837302
2015-02-05,0.006094290259614577
2015-02-06,-0.0013885152277449252
2015-02-09,-0.007571115111857421
2015-02-10,-0.011388414979456434
2015-02-11,-0.01428786702039231
2015-02-12,-0.014426353891531773
2015-02-13,-0.007454910444134165
2015-02-17,0.0005780359250446187
2015-02-18,0.005035019145265101
2015-02-19,0.007426715455391471
2015-02-20,0.0023718784214858944
2015-02-23,-0.004514375476664183
2015-02-24,-0.0066397730355814075
2015-02-25,-0.008644044809242395
2015-02-26,-0.00755362202814752
2015-02-27,-0.006080173423461401
2015-03-02,-0.005701204961665445
2015-03-03,-0.004692226927155409
2015-03-04,-0.006169859327567191
2015-03-05,-0.008578861093118798
2015-03-06,-0.009924375923238285
2015-03-09,-0.009734471653426623
2015-03-10,-0.007679628049816915
2015-03-11,-0.002078828882832581
2015-03-12,0.00042381013463830137
2015-03-13,0.00441260883214069
2015-03-16,0.0074043185883212025
2015-03-17,0.00641756702885464
2015-03-18,0.007652239080888646
2015-03-19,0.004889630958488652
2015-03-20,0.002189701497396052
2015-03-23,-0.0010340061776552
2015-03-24,-0.007344104546431702
2015-03-25,-0.011211635041869047
2015-03-26,-0.012583505865832352
2015-03-27,-0.011047860939881433
2015-03-30,-0.0042961442841443764
2015-03-31,0.0032375951180555517
2015-04-01,0.009661427259780154
2015-04-02,0.016949715203572538
2015-04-06,0.0209087797250536
2015-04-07,0.019284204747594375
2015-04-08,0.01664140668297453
2015-04-09,0.010222441858535509
2015-04-10,0.0035925576094258636
2015-04-13,-2.002498933526258e-05
2015-04-14,-0.0028936608876288256
2015-04-15,-0.003493696002936776
2015-04-16,-0.0023443737268152506
2015-04-17,0.0026510022279208
2015-04-20,0.007019458535394457
2015-04-21,0.01156644542935597
2015-04-22,0.017374458961819245
2015-04-23,0.01670414055261791
2015-04-24,0.01707238374686239
2015-04-27,0.015331830305062737
2015-04-28,0.00754245961666848
2015-04-29,0.004482769403562512
2015-04-30,0.0007775838934589183
2015-05-01,-0.00016614186093609246
2015-05-04,0.004251122671673482
2015-05-05,0.005875420724537662
2015-05-06,0.007471618166257892
2015-05-07,0.010037761739058935
2015-05-08,0.008790127661566996
2015-05-11,0.009105485737515602
2015-05-12,0.009768649511497553
2015-05-13,0.007018812954654702
2015-05-14,0.00636675525630124
2015-05-15,0.004482945411235389
2015-05-18,0.001275263378374438
2015-05-19,2.7169261951560985e-06
2015-05-20,-0.0009259747735555439
2015-05-21,-0.00020708423258150024
2015-05-22,0.002073102152711444
2015-05-26,0.0030996771103189943
2015-05-27,0.0035193947557962753
2015-05-28,0.0029684827922009313
2015-05-29,0.0008878635456036314
2015-06-01,-0.0011100002929480379
2015-06-02,-0.0016883098858132255
2015-06-03,4.663731189784401e-05
2015-06-04,0.00239639948017477
2015-06-05,0.004827662010281089
2015-06-08,0.005472264806137677
2015-06-09,0.002124574922752589
2015-06-10,-0.000998085064982987
2015-06-11,-0.001600838073023356
2015-06-12,3.053559087120672e-05
2015-06-15,0.0041430285459764585
2015-06-16,0.008487232601823477
2015-06-17,0.009512433847969671
2015-06-18,0.009032776525122636
2015-06-19,0.007078971440384253
2015-06-22,0.005599698488174064
2015-06-23,0.005706088449935089
2015-06-24,0.0026541076202437884
2015-06-25,0.00260029972639327
2015-06-26,0.0012063820897756762
2015-06-29,0.002429082047557133
2015-06-30,0.007847978435854115
2015-07-01,0.007035281805336196
2015-07-02,0.0035664958351003632
2015-07-06,-0.004526428364819815
2015-07-07,-0.01338582705936065
2015-07-08,-0.014646241122785194
2015-07-09,-0.008694050722912346
2015-07-10,-0.002303538927652564
2015-07-13,0.004260494620694876
2015-07-14,0.008520692714116177
2015-07-15,0.00974419928390336
2015-07-16,0.00934819015020396
2015-07-17,0.007836306190095453
2015-07-20,0.0032040850747212944
2015-07-21,-0.0044335297325212835
2015-07-22,-0.008599682665968784
2015-07-23,-0.009593664491421298
2015-07-24,-0.008668283167486622
2015-07-27,-0.004497108746708351
2015-07-28,0.0019772033292095384
2015-07-29,0.0015424660758199633
2015-07-30,0.0029182069329589636
2015-07-31,0.0033716801461076695
2015-08-03,-0.004680280085535213
2015-08-04,-0.007879841328690514
2015-08-05,-0.014658101233991739
2015-08-06,-0.023515899230640076
2015-08-07,-0.020683079784036752
2015-08-10,-0.016333067917161895
2015-08-11,-0.009616097248132184
2015-08-12,0.0029393632848296386
2015-08-13,0.010647949998912208
2015-08-14,0.013847979922990378
2015-08-17,0.013079349911527469
2015-08-18,0.0023664227157559167
2015-08-19,-0.014223032942931105
2015-08-20,-0.026703033468165854
2015-08-21,-0.03109646301205753
2015-08-24,-0.021633877076619422
2015-08-25,-0.002768040555952889
2015-08-26,0.014257550315552084
2015-08-27,0.02262113588386211
2015-08-28,0.020593573040112393
2015-08-31,0.011927029931865429
2015-09-01,0.002366076131841671
2015-09-02,0.00109573457940354
2015-09-03,0.00020546743368302046
2015-09-04,0.0016780094332671013
2015-09-08,0.005604090696210064
2015-09-09,0.004405746411887089
2015-09-10,0.0052579429842929334
2015-09-11,0.007892669359299333
2015-09-14,0.008668867548009777
2015-09-15,0.009224926597305477
2015-09-16,0.010632293484544971
2015-09-17,0.006948310406765333
2015-09-18,0.003820028770290064
2015-09-21,0.0026090025931504134
2015-09-22,-0.0017064345060509567
2015-09-23,-0.004464033695406339
2015-09-24,-0.0077714442256596955
2015-09-25,-0.011966230487341235
2015-09-28,-0.014504133536583062
2015-09-29,-0.011650281438336886
2015-09-30,-0.008228359603731215
2015-10-01,-0.006401274115014696
2015-10-02,-0.004212951104053901
2015-10-05,-0.009494819162848509
2015-10-06,-0.016191872300814085
2015-10-07,-0.021506582119785046
2015-10-08,-0.02293023453097765
2015-10-09,-0.02020485739266649
2015-10-12,-0.013205644983412992
2015-10-13,-0.0028910314346999827
2015-10-14,0.0031042057221926118
2015-10-15,0.004757977106297438
2015-10-16,0.0013308650809074067
2015-10-19,-0.006256097230731188
2015-10-20,-0.014168028529145945
2015-10-21,-0.012397723334548551
2015-10-22,-0.009068647535381464
2015-10-23,-0.00434558003111297
2015-10-26,0.0018478046798804564
2015-10-27,-0.0012696783100834132
2015-10-28,-0.00033313190010044965
2015-10-29,-0.0020659231999417306
2015-10-30,0.002823265354276897
2015-11-02,0.012375204291242024
2015-11-03,0.016567212910749505
2015-11-04,0.02283168821347765
2015-11-05,0.012965905492081469
