Date,Log_Return
2015-01-02,-0.00042650691554932987
2015-01-05,-0.02258943271542414
2015-01-06,-0.029985649825515222
2015-01-07,0.01650750011230411
2015-01-08,0.01652913241465679
2015-01-09,0.0034755743545661546
2015-01-12,-0.030532001122649678
2015-01-13,-0.016531686785794936
2015-01-14,-0.006690007568104714
2015-01-15,0.019937162536698402
2015-01-16,0.014254340362052071
2015-01-20,0.01579656622623799
2015-01-21,0.007230044284481735
2015-01-22,0.021943757463090623
2015-01-23,-0.08390218207657073
2015-01-26,0.0030608825764888306
2015-01-27,-0.03261652836596479
2015-01-28,-0.009199390655574576
2015-01-29,0.009988387283559955
2015-01-30,-0.030757001763254785
2015-02-02,0.006486091806971604
2015-02-03,0.025532129785197654
2015-02-04,-0.004896261633470082
2015-02-05,0.0017400013888792712
2015-02-06,-0.0104863906870492
2015-02-09,-0.006408883411097737
2015-02-10,0.025393895706594605
2015-02-11,0.0023480196195293968
2015-02-12,0.006440028164319066
2015-02-13,-0.00360759383188999
2015-02-17,0.004546590984629793
2015-02-18,0.005615033513286788
2015-02-19,0.005739014905078213
2015-02-20,0.004782872900860761
2015-02-23,-0.007725751865318303
2015-02-24,0.027688303256522218
2015-02-25,-0.006053173605685497
2015-02-26,-0.005632436316340317
2015-02-27,-0.008431031141622853
2015-03-02,0.011327542783307222
2015-03-03,-0.027779580121980386
2015-03-04,-0.011806630433015728
2015-03-05,-0.014675845670622932
2015-03-06,-0.01898009848533424
2015-03-09,0.0050640747316403655
2015-03-10,-0.020079416736680556
2015-03-11,0.0021586253510966573
2015-03-12,0.002154284879955736
2015-03-13,0.004953933173132072
2015-03-16,0.019734756506122456
2015-03-17,-0.00875938463288536
2015-03-18,0.006657841413631104
2015-03-19,0.00709538379932135
2015-03-20,0.020832416928861747
2015-03-23,-0.004258224118461957
2015-03-24,-0.004752864419993461
2015-03-25,-0.05886950096887258
2015-03-26,-0.015959521283264062
2015-03-27,0.009708019289181535
2015-03-30,0.0069250114593070525
2015-03-31,-0.019032038758542823
2015-04-01,-0.00930709837951942
2015-04-02,0.005870101836749831
2015-04-06,0.0008603773103044647
2015-04-07,-0.00655747662644498
2015-04-08,0.005008360608559249
2015-04-09,0.015215342651130278
2015-04-10,0.0030494754245957542
2015-04-13,-0.0020320555261394598
2015-04-14,0.006083112718893811
2015-04-15,0.011390485042902236
2015-04-16,-0.011896059153674938
2015-04-17,-0.02267177139764679
2015-04-20,0.009608710862009371
2015-04-21,0.01323177100730783
2015-04-22,0.016048144466137126
2015-04-23,-0.00749025081108948
2015-04-24,-0.01617017757085218
2015-04-27,0.009968813318682974
2015-04-28,0.004863570261731442
2015-04-29,-0.008569320453466492
2015-04-30,-0.007792673010547282
2015-05-01,0.021701920766154573
2015-05-04,0.0033224803471290877
2015-05-05,-0.030310080686498323
2015-05-06,-0.003940399839390021
2015-05-07,0.010246079258181693
2015-05-08,0.015843846838702318
2015-05-11,-0.0031820390145840833
2015-05-12,-0.014872805930465447
2015-05-13,0.0025504497952024865
2015-05-14,0.016478954455099733
2015-05-15,0.009391465132449484
2015-05-18,-0.003009032999844743
2015-05-19,-0.01094218010170677
2015-05-20,0.0
2015-05-21,0.0013531125763271647
2015-05-22,-0.0006759358984821545
2015-05-26,-0.014825465353114612
2015-05-27,0.029267103201623405
2015-05-28,0.004823283583446024
2015-05-29,-0.010172719526711343
2015-06-01,0.0021766898396991187
2015-06-02,-0.007386320453685658
2015-06-03,-0.012035088724062877
2015-06-04,-0.023989331992113488
2015-06-05,-0.004902663795642885
2015-06-08,-0.017709157148988665
2015-06-09,-0.0057339660865054
2015-06-10,0.009122970620141418
2015-06-11,0.005681549040973735
2015-06-12,-0.010500924280790936
2015-06-15,0.00961547138162644
2015-06-16,0.013552858177802144
2015-06-17,-0.0012244643648629428
2015-06-18,0.018727813771674207
2015-06-19,-0.003786548976968504
2015-06-22,0.0037865489769684886
2015-06-23,-0.01610563335522133
