Date,Log_Return
2015-01-02,-0.004964166661685128
2015-01-05,-0.00498882661246022
2015-01-06,-0.020350215375401343
2015-01-07,0.00818984856611484
2015-01-08,0.025134942221373312
2015-01-09,-0.014921551681969845
2015-01-12,-0.010072743193402008
2015-01-13,-0.007480190295837226
2015-01-14,-0.008536095349284184
2015-01-15,0.004277210033305804
2015-01-16,0.02027956272510281
2015-01-20,-0.003351567040686474
2015-01-21,0.0006991967310588257
2015-01-22,0.026756559403630586
2015-01-23,0.007862236488297336
2015-01-26,-0.017984132329405277
2015-01-27,-0.01775357040729494
2015-01-28,-0.017077531569662845
2015-01-29,0.01959326045895239
2015-01-30,-0.021302945288141893
2015-02-02,0.013877359093963848
2015-02-03,0.01132638222513152
2015-02-04,0.004993084131734212
2015-02-05,0.011280897046380961
2015-02-06,-0.00769019940611986
2015-02-09,-0.002899140299280474
2015-02-10,0.0059273768334021995
2015-02-11,0.003430064317538791
2015-02-12,0.02140995354313454
2015-02-13,0.025415078294140258
2015-02-17,0.008070795171439427
2015-02-18,0.007749052093100255
2015-02-19,0.0
2015-02-20,0.010494077123547869
2015-02-23,-0.005745366244641029
2015-02-24,-0.005392209396441191
2015-02-25,0.005008028311500761
2015-02-26,0.0113355273072039
2015-02-27,0.001771471952701858
2015-03-02,0.008685339311297521
2015-03-03,-0.010076959662389058
2015-03-04,-0.017367320094844027
2015-03-05,0.012672239891448162
2015-03-06,-0.013703225953937359
2015-03-09,0.004888062796815109
2015-03-10,-0.024946053088947602
2015-03-11,0.0
2015-03-12,0.018121861627332647
2015-03-13,0.0028383610158591297
2015-03-16,0.009105533429569766
2015-03-17,0.016836928969936438
2015-03-18,-0.03539180261913852
2015-03-19,0.0032461237617181908
2015-03-20,0.0028479141669713027
2015-03-23,-0.013141847355470507
2015-03-24,-0.01185786691288747
2015-03-25,-0.031231503041106452
2015-03-26,-0.0021902272189669504
2015-03-27,0.0046485774266309485
2015-03-30,0.003948013069784953
2015-03-31,0.004608981524453678
